customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,customer_value,loyal_customer,estimated_revenue
4036,41,Male,Bag,Accessories,65.0,Phoenix,M,Black,Summer,5.0,No,Standard,No,48.0,Cash,Quarterly,Medium Value,True,3120.0
2995,69,Female,Sweater,Clothing,100.0,Nevada,S,White,Winter,3.5,No,Store Pickup,No,14.0,Bank Transfer,Quarterly,High Value,False,1400.0
3368,44,Female,T-shirt,Clothing,48.0,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,6.0,Venmo,Fortnightly,Low Value,False,288.0
3052,44,Female,Sunglasses,Accessories,64.0,Wyoming,L,Gold,Summer,4.6,No,Express,No,49.0,Debit Card,Every 3 Months,Medium Value,True,3136.0
3049,69,Female,Jewelry,Accessories,93.0,Colorado,M,Olive,Summer,3.9,No,Standard,No,47.0,Venmo,Fortnightly,High Value,True,4371.0
843,59,Male,Shirt,Clothing,87.0,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,25.0,Paypal,Weekly,High Value,False,2175.0
3876,63,Female,Hat,Accessories,51.0,New Hampshire,M,Pink,Winter,3.3,No,2-Day Shipping,No,21.0,Credit Card,Annually,Medium Value,False,1071.0
2154,35,Male,Shirt,Clothing,94.0,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,31.0,Paypal,Annually,High Value,True,2914.0
1309,59,Male,Dress,Clothing,38.0,Rhode Island,L,Red,Summer,4.4,No,Next Day Air,Yes,14.0,Credit Card,Every 3 Months,Low Value,False,532.0
1371,27,Male,Scarf,Accessories,67.0,Montana,L,Peach,Summer,3.7,No,2-Day Shipping,Yes,41.0,Bank Transfer,Every 3 Months,Medium Value,True,2747.0
988,62,Male,Handbag,Accessories,47.0,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,48.0,Paypal,Weekly,Low Value,True,2256.0
793,34,Male,Sneakers,Footwear,45.0,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,45.0,Venmo,Weekly,Low Value,True,2025.0
782,30,Male,Scarf,Accessories,44.0,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,12.0,Credit Card,Fortnightly,Low Value,False,528.0
753,39,Male,Scarf,Accessories,85.0,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,17.0,Paypal,Every 3 Months,High Value,False,1445.0
2109,54,Male,Hoodie,Clothing,46.0,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4.0,Credit Card,Quarterly,Low Value,False,184.0
2604,69,Male,Dress,Clothing,58.0,Washington,M,Teal,Spring,2.7,No,2-Day Shipping,No,8.0,Cash,Annually,Medium Value,False,464.0
3485,44,Female,Dress,Clothing,75.0,Illinois,L,Gray,Fall,4.2,No,Free Shipping,No,13.0,Credit Card,Bi-Weekly,High Value,False,975.0
3436,68,Female,Socks,Clothing,91.0,Montana,M,Beige,Summer,2.7,No,2-Day Shipping,No,50.0,Debit Card,Bi-Weekly,High Value,True,4550.0
3019,43,Female,Boots,Footwear,41.0,Texas,M,Green,Summer,3.0,No,Free Shipping,No,21.0,Debit Card,Bi-Weekly,Low Value,False,861.0
954,68,Male,Sunglasses,Accessories,50.0,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,36.0,Venmo,Quarterly,Low Value,True,1800.0
1892,69,Male,Jewelry,Accessories,74.0,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,48.0,Debit Card,Quarterly,High Value,True,3552.0
501,36,Male,T-shirt,Clothing,31.0,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,35.0,Venmo,Every 3 Months,Low Value,True,1085.0
2865,58,Female,Sweater,Clothing,43.0,Illinois,S,Maroon,Fall,3.6,No,Store Pickup,No,31.0,Venmo,Weekly,Low Value,True,1333.0
3056,27,Female,Sandals,Footwear,22.0,Kansas,M,Violet,Fall,5.0,No,Standard,No,5.0,Debit Card,Bi-Weekly,Low Value,False,110.0
1496,45,Male,Jewelry,Accessories,23.0,Rhode Island,M,Brown,Winter,4.5,No,Next Day Air,Yes,6.0,Paypal,Weekly,Low Value,False,138.0
3453,26,Female,Jacket,Outerwear,20.0,Oklahoma,M,Indigo,Spring,3.7,No,Next Day Air,No,3.0,Venmo,Fortnightly,Low Value,False,60.0
343,64,Male,Coat,Outerwear,36.0,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,48.0,Credit Card,Every 3 Months,Low Value,True,1728.0
2289,28,Male,Jewelry,Accessories,91.0,California,M,Orange,Fall,3.8,No,Next Day Air,No,50.0,Paypal,Weekly,High Value,True,4550.0
1732,21,Male,Backpack,Accessories,87.0,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,12.0,Cash,Monthly,High Value,False,1044.0
2178,24,Male,Gloves,Accessories,93.0,Montana,XL,Green,Winter,3.0,No,Express,No,9.0,Paypal,Bi-Weekly,High Value,False,837.0
4428,37,Male,Shoes,Clothing,65.0,Los Angeles,M,Green,Winter,3.7,Yes,Standard,Yes,25.0,Credit Card,Quarterly,Medium Value,False,1625.0
4688,61,Female,Headphones,Electronics,65.0,Houston,M,Black,Winter,4.0,No,Standard,No,40.0,Credit Card,Monthly,Medium Value,True,2600.0
1373,64,Male,Blouse,Clothing,61.0,Michigan,M,Gray,Fall,4.0,No,2-Day Shipping,Yes,44.0,Paypal,Bi-Weekly,Medium Value,True,2684.0
2612,33,Male,Jacket,Outerwear,99.0,Michigan,L,Maroon,Fall,4.2,No,2-Day Shipping,No,4.0,Cash,Fortnightly,High Value,False,396.0
1247,27,Male,Hoodie,Clothing,60.0,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,27.0,Cash,Monthly,Medium Value,True,1620.0
2254,62,Male,Hoodie,Clothing,31.0,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,22.0,Paypal,Monthly,Low Value,False,682.0
941,48,Male,Belt,Accessories,44.0,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,15.0,Paypal,Every 3 Months,Low Value,False,660.0
2705,52,Female,Dress,Clothing,54.0,Tennessee,L,Beige,Spring,3.4,No,Next Day Air,No,35.0,Debit Card,Weekly,Medium Value,True,1890.0
1941,50,Male,Hat,Accessories,89.0,Alaska,L,Gray,Fall,3.9,No,2-Day Shipping,No,48.0,Paypal,Fortnightly,High Value,True,4272.0
2826,69,Female,Handbag,Accessories,62.0,North Carolina,M,Yellow,Winter,4.3,No,2-Day Shipping,No,28.0,Bank Transfer,Annually,Medium Value,True,1736.0
1647,58,Male,Handbag,Accessories,77.0,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,20.0,Bank Transfer,Every 3 Months,High Value,False,1540.0
3467,49,Female,Socks,Clothing,42.0,Maryland,S,Purple,Summer,4.6,No,Standard,No,43.0,Bank Transfer,Annually,Low Value,True,1806.0
224,20,Male,Pants,Clothing,41.0,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,34.0,Paypal,Annually,Low Value,True,1394.0
5046,70,Female,Headphones,Accessories,65.0,New York,M,White,Autumn,3.7,Yes,Express,No,25.0,Paypal,Quarterly,Medium Value,False,1625.0
574,58,Male,Pants,Clothing,68.0,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,23.0,Credit Card,Bi-Weekly,Medium Value,False,1564.0
1670,42,Male,T-shirt,Clothing,59.0,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,22.0,Bank Transfer,Quarterly,Medium Value,False,1298.0
324,66,Male,Hoodie,Clothing,78.0,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,29.0,Paypal,Bi-Weekly,High Value,True,2262.0
4333,32,Female,Shirt,Electronics,65.0,Los Angeles,M,Blue,Winter,3.7,No,Express,Yes,25.0,Credit Card,Quarterly,Medium Value,False,1625.0
1065,34,Male,Hat,Accessories,28.0,Wyoming,M,Violet,Spring,3.5,No,Express,Yes,42.0,Credit Card,Every 3 Months,Low Value,True,1176.0
2583,19,Male,Dress,Clothing,98.0,South Dakota,S,Indigo,Fall,3.6,No,2-Day Shipping,No,4.0,Venmo,Every 3 Months,High Value,False,392.0
707,46,Male,Jeans,Clothing,47.0,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,27.0,Debit Card,Weekly,Low Value,True,1269.0
1058,65,Male,Jacket,Outerwear,23.0,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,20.0,Credit Card,Weekly,Low Value,False,460.0
2835,39,Female,Jacket,Outerwear,43.0,Texas,M,Indigo,Fall,2.9,No,2-Day Shipping,No,17.0,Credit Card,Weekly,Low Value,False,731.0
4593,56,Other,Shoes,Electronics,65.0,New York,M,Blue,Winter,3.7,No,Express,Yes,11.0,Debit Card,Monthly,Medium Value,False,715.0
2337,19,Male,Belt,Accessories,94.0,California,M,Green,Winter,3.1,No,Free Shipping,No,11.0,Credit Card,Weekly,High Value,False,1034.0
530,32,Male,Shorts,Clothing,84.0,California,M,Orange,Fall,3.7,Yes,Standard,Yes,6.0,Credit Card,Monthly,High Value,False,504.0
1512,34,Male,Dress,Clothing,91.0,Georgia,M,Violet,Winter,3.6,No,Express,Yes,48.0,Credit Card,Weekly,High Value,True,4368.0
4967,20,Other,Laptop,Clothing,65.0,Phoenix,S,White,Winter,4.0,No,Standard,Yes,25.0,Debit Card,Monthly,Medium Value,False,1625.0
4502,38,Female,Phone,Clothing,69.72,Houston,XL,Red,Spring,3.7,No,Express,No,25.0,Credit Card,Quarterly,Medium Value,False,1743.0
730,41,Male,Sunglasses,Accessories,56.0,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,46.0,Paypal,Every 3 Months,Medium Value,True,2576.0
229,18,Male,Socks,Clothing,79.0,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,11.0,Credit Card,Annually,High Value,False,869.0
1194,40,Male,Jacket,Outerwear,55.0,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,18.0,Credit Card,Fortnightly,Medium Value,False,990.0
4805,40,Male,Shoes,Accessories,65.0,Phoenix,L,Blue,Winter,3.0,No,Express,Yes,6.0,Cash,Monthly,Medium Value,False,390.0
798,42,Male,Coat,Outerwear,82.0,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,38.0,Debit Card,Weekly,High Value,True,3116.0
3830,69,Female,Pants,Clothing,32.0,Washington,M,Indigo,Spring,2.9,No,Free Shipping,No,32.0,Debit Card,Fortnightly,Low Value,True,1024.0
847,49,Male,Boots,Footwear,72.0,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,42.0,Debit Card,Quarterly,High Value,True,3024.0
1098,58,Male,Sunglasses,Accessories,27.0,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,47.0,Bank Transfer,Weekly,Low Value,True,1269.0
2401,43,Male,Sunglasses,Accessories,88.0,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,11.0,Credit Card,Bi-Weekly,High Value,False,968.0
3833,64,Female,Boots,Footwear,38.0,Kansas,XL,Purple,Winter,4.8,No,2-Day Shipping,No,27.0,Cash,Weekly,Low Value,True,1026.0
2114,63,Male,Dress,Clothing,40.0,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,29.0,Paypal,Every 3 Months,Low Value,True,1160.0
38,35,Male,Jeans,Clothing,45.0,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,Yes,10.0,Paypal,Weekly,Low Value,False,450.0
1804,60,Male,Sneakers,Footwear,97.0,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,33.0,Venmo,Fortnightly,High Value,True,3201.0
3731,46,Female,Shirt,Clothing,79.0,Florida,M,Teal,Summer,2.5,No,2-Day Shipping,No,3.0,Credit Card,Bi-Weekly,High Value,False,237.0
784,63,Male,T-shirt,Clothing,65.0,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,38.0,Paypal,Fortnightly,Medium Value,True,2470.0
4472,63,Female,Phone,Clothing,65.0,Los Angeles,S,Red,Spring,3.7,Yes,Standard,No,25.0,Cash,Monthly,Medium Value,False,1625.0
2742,68,Female,Dress,Clothing,81.0,Maine,L,Yellow,Fall,4.9,No,2-Day Shipping,No,41.0,Venmo,Monthly,High Value,True,3321.0
1318,28,Male,Pants,Clothing,43.0,Kentucky,M,Green,Spring,2.8,No,Free Shipping,Yes,19.0,Cash,Monthly,Low Value,False,817.0
994,51,Male,Sandals,Footwear,90.0,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,25.0,Cash,Weekly,High Value,False,2250.0
3021,23,Female,Jeans,Clothing,81.0,Arkansas,S,Charcoal,Fall,2.8,No,Store Pickup,No,48.0,Venmo,Every 3 Months,High Value,True,3888.0
3387,34,Female,T-shirt,Clothing,62.0,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,36.0,Cash,Quarterly,Medium Value,True,2232.0
405,35,Male,T-shirt,Clothing,93.0,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,11.0,Credit Card,Monthly,High Value,False,1023.0
4419,36,Female,Laptop,Accessories,65.0,New York,M,White,Winter,3.0,Yes,Express,Yes,25.0,Credit Card,Quarterly,Medium Value,False,1625.0
989,50,Male,Pants,Clothing,84.0,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,47.0,Paypal,Fortnightly,High Value,True,3948.0
836,35,Male,Boots,Footwear,26.0,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,21.0,Debit Card,Weekly,Low Value,False,546.0
1816,51,Male,Shoes,Footwear,72.0,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,48.0,Credit Card,Every 3 Months,High Value,True,3456.0
1493,62,Male,Jacket,Outerwear,38.0,North Carolina,M,Maroon,Summer,4.5,No,Free Shipping,Yes,3.0,Venmo,Quarterly,Low Value,False,114.0
2397,38,Male,Shirt,Clothing,82.0,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,20.0,Venmo,Weekly,High Value,False,1640.0
821,56,Male,Sneakers,Footwear,39.0,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,27.0,Debit Card,Monthly,Low Value,True,1053.0
2773,18,Female,Backpack,Accessories,94.0,Pennsylvania,L,Blue,Spring,3.5,No,Store Pickup,No,10.0,Bank Transfer,Every 3 Months,High Value,False,940.0
3136,68,Female,Shoes,Footwear,85.0,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,48.0,Venmo,Fortnightly,High Value,True,4080.0
2041,69,Male,Jewelry,Accessories,25.0,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42.0,Venmo,Quarterly,Low Value,True,1050.0
1298,44,Male,Sandals,Footwear,85.0,New Jersey,M,Silver,Summer,4.6,No,Standard,Yes,32.0,Venmo,Annually,High Value,True,2720.0
1590,42,Male,Sneakers,Footwear,72.0,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,48.0,Cash,Weekly,High Value,True,3456.0
1302,42,Male,Shirt,Clothing,54.0,Maine,M,Orange,Fall,5.0,No,Express,Yes,21.0,Debit Card,Weekly,Medium Value,False,1134.0
2244,56,Male,Shirt,Clothing,21.0,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,13.0,Debit Card,Annually,Low Value,False,273.0
1419,18,Male,Shirt,Clothing,75.0,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,Yes,23.0,Venmo,Every 3 Months,High Value,False,1725.0
3030,64,Female,Dress,Clothing,82.0,Georgia,M,Gold,Summer,3.1,No,Free Shipping,No,1.0,Debit Card,Quarterly,High Value,False,82.0
4499,49,Female,Phone,Accessories,65.0,Los Angeles,S,Black,Summer,3.7,No,Express,Yes,36.0,Cash,Monthly,Medium Value,True,2340.0
394,33,Male,Shoes,Footwear,65.0,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,6.0,Paypal,Fortnightly,Medium Value,False,390.0
3262,48,Female,Belt,Accessories,52.0,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,50.0,Debit Card,Weekly,Medium Value,True,2600.0
1504,50,Male,Jacket,Outerwear,30.0,Michigan,M,Maroon,Fall,3.9,No,2-Day Shipping,Yes,46.0,Cash,Quarterly,Low Value,True,1380.0
3102,32,Female,Jewelry,Accessories,82.0,Idaho,S,Brown,Summer,2.7,No,Express,No,9.0,Paypal,Fortnightly,High Value,False,738.0
2070,36,Male,T-shirt,Clothing,82.0,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,3.0,Debit Card,Quarterly,High Value,False,246.0
1033,55,Male,Boots,Footwear,36.0,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,44.0,Credit Card,Quarterly,Low Value,True,1584.0
3348,22,Female,Shoes,Footwear,70.0,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,28.0,Paypal,Bi-Weekly,Medium Value,True,1960.0
2708,32,Female,Backpack,Accessories,88.0,Nebraska,M,Pink,Fall,4.2,No,Standard,No,19.0,Cash,Weekly,High Value,False,1672.0
2582,57,Male,Dress,Clothing,81.0,Wyoming,M,Gold,Winter,4.7,No,Express,No,48.0,Credit Card,Monthly,High Value,True,3888.0
2673,56,Female,Boots,Footwear,28.0,West Virginia,M,Maroon,Spring,2.9,No,Standard,No,13.0,Cash,Annually,Low Value,False,364.0
313,38,Male,Pants,Clothing,89.0,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,6.0,Paypal,Annually,High Value,False,534.0
2870,57,Female,Socks,Clothing,58.0,Georgia,M,White,Summer,4.2,No,Standard,No,16.0,Bank Transfer,Weekly,Medium Value,False,928.0
2294,37,Male,Sweater,Clothing,68.0,Georgia,L,Green,Fall,3.3,No,Express,No,16.0,Debit Card,Every 3 Months,Medium Value,False,1088.0
4143,18,Other,Bag,Electronics,65.0,Houston,M,Red,Spring,3.7,Yes,Standard,No,6.0,Debit Card,Weekly,Medium Value,False,390.0
3820,36,Female,Pants,Clothing,99.0,Arkansas,S,Gold,Spring,2.9,No,Express,No,45.0,Cash,Quarterly,High Value,True,4455.0
2731,23,Female,Gloves,Accessories,32.0,Wisconsin,M,Teal,Winter,4.1,No,Store Pickup,No,37.0,Bank Transfer,Annually,Low Value,True,1184.0
353,27,Male,Jeans,Clothing,71.0,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,12.0,Cash,Every 3 Months,High Value,False,852.0
3166,49,Female,Jacket,Outerwear,92.0,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,38.0,Bank Transfer,Every 3 Months,High Value,True,3496.0
643,64,Male,Skirt,Clothing,25.0,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,14.0,Debit Card,Bi-Weekly,Low Value,False,350.0
3770,51,Female,Gloves,Accessories,87.0,Arizona,L,Green,Summer,3.6,No,Standard,No,31.0,Venmo,Annually,High Value,True,2697.0
3075,26,Female,Boots,Footwear,55.0,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,34.0,Debit Card,Fortnightly,Medium Value,True,1870.0
1474,69,Male,Shorts,Clothing,63.0,Wisconsin,M,Violet,Fall,4.3,No,Express,Yes,20.0,Credit Card,Every 3 Months,Medium Value,False,1260.0
3125,57,Female,Jewelry,Accessories,51.0,California,M,Peach,Summer,3.4,No,Standard,No,4.0,Cash,Every 3 Months,Medium Value,False,204.0
1520,50,Male,Sunglasses,Accessories,73.0,Texas,L,Cyan,Fall,4.9,No,Next Day Air,Yes,40.0,Paypal,Weekly,High Value,True,2920.0
3473,31,Female,Blouse,Clothing,42.0,Georgia,S,White,Summer,4.0,No,Free Shipping,No,15.0,Debit Card,Weekly,Low Value,False,630.0
3417,25,Female,Sandals,Footwear,53.0,Alabama,M,Purple,Spring,3.2,No,Store Pickup,No,11.0,Bank Transfer,Every 3 Months,Medium Value,False,583.0
2142,24,Male,Dress,Clothing,98.0,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,32.0,Paypal,Annually,High Value,True,3136.0
2541,24,Male,Belt,Accessories,42.0,New Jersey,M,Charcoal,Summer,3.9,No,Free Shipping,No,11.0,Debit Card,Quarterly,Low Value,False,462.0
3194,63,Female,Gloves,Accessories,99.0,Virginia,L,Teal,Winter,4.0,No,Express,No,35.0,Credit Card,Fortnightly,High Value,True,3465.0
1505,60,Male,Jacket,Outerwear,80.0,Alaska,M,Teal,Winter,4.2,No,Next Day Air,Yes,10.0,Bank Transfer,Monthly,High Value,False,800.0
285,63,Male,Skirt,Clothing,45.0,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,4.0,Paypal,Quarterly,Low Value,False,180.0
3005,45,Female,Skirt,Clothing,79.0,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,23.0,Venmo,Fortnightly,High Value,False,1817.0
1730,47,Male,Shorts,Clothing,21.0,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,12.0,Venmo,Fortnightly,Low Value,False,252.0
4463,38,Female,Shoes,Accessories,65.0,New York,M,Black,Autumn,3.0,No,Standard,No,2.0,Cash,Weekly,Medium Value,False,130.0
2106,65,Male,Gloves,Accessories,35.0,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,38.0,Venmo,Bi-Weekly,Low Value,True,1330.0
1425,66,Male,Jacket,Outerwear,23.0,Connecticut,S,Indigo,Fall,3.5,No,Standard,Yes,34.0,Bank Transfer,Every 3 Months,Low Value,True,782.0
1038,52,Male,Jewelry,Accessories,25.0,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,48.0,Debit Card,Quarterly,Low Value,True,1200.0
4589,33,Female,Headphones,Accessories,65.0,New York,L,Red,Summer,2.0,No,Express,No,25.0,Debit Card,Weekly,Medium Value,False,1625.0
1165,68,Male,Dress,Clothing,96.0,Montana,M,Green,Winter,4.2,No,Standard,Yes,47.0,Paypal,Quarterly,High Value,True,4512.0
272,65,Male,Sunglasses,Accessories,69.0,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,42.0,Credit Card,Fortnightly,Medium Value,True,2898.0
1263,29,Male,Boots,Footwear,62.0,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,44.0,Venmo,Monthly,Medium Value,True,2728.0
1539,56,Male,Dress,Clothing,65.0,Illinois,L,Charcoal,Fall,3.2,No,Standard,Yes,22.0,Venmo,Bi-Weekly,Medium Value,False,1430.0
3657,35,Female,Jacket,Outerwear,67.0,North Dakota,XL,Cyan,Spring,3.7,No,2-Day Shipping,No,18.0,Credit Card,Monthly,Medium Value,False,1206.0
463,59,Male,Jacket,Outerwear,81.0,Illinois,M,White,Fall,3.3,Yes,Express,Yes,48.0,Venmo,Every 3 Months,High Value,True,3888.0
1891,36,Male,Sunglasses,Accessories,57.0,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,5.0,Credit Card,Weekly,Medium Value,False,285.0
2480,37,Male,Dress,Clothing,98.0,Kansas,S,Olive,Fall,4.2,No,Standard,No,26.0,Credit Card,Every 3 Months,High Value,True,2548.0
1430,24,Male,Skirt,Clothing,38.0,Maryland,L,Gold,Fall,4.7,No,Standard,Yes,6.0,Credit Card,Every 3 Months,Low Value,False,228.0
2,19,Male,Sweater,Clothing,64.0,Maine,L,Maroon,Winter,3.1,Yes,Express,Yes,2.0,Cash,Fortnightly,Medium Value,False,128.0
4356,33,Female,Phone,Clothing,65.0,Houston,XL,Blue,Autumn,5.0,Yes,Standard,No,2.0,Paypal,Weekly,Medium Value,False,130.0
4614,56,Female,Shoes,Electronics,65.0,Chicago,M,Red,Spring,3.7,No,Standard,Yes,25.0,Debit Card,Quarterly,Medium Value,False,1625.0
1072,61,Male,Hat,Accessories,81.0,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,46.0,Credit Card,Monthly,High Value,True,3726.0
1319,52,Male,Shorts,Clothing,93.0,Connecticut,M,Maroon,Spring,2.7,No,Express,Yes,19.0,Credit Card,Bi-Weekly,High Value,False,1767.0
3496,24,Female,Shorts,Clothing,33.0,Georgia,XL,Gray,Spring,2.8,No,Free Shipping,No,14.0,Cash,Weekly,Low Value,False,462.0
2396,62,Male,Blouse,Clothing,83.0,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,47.0,Paypal,Bi-Weekly,High Value,True,3901.0
2166,29,Male,Pants,Clothing,55.0,Idaho,M,Turquoise,Summer,4.2,No,Express,No,42.0,Credit Card,Every 3 Months,Medium Value,True,2310.0
993,46,Male,Jacket,Outerwear,99.0,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,50.0,Debit Card,Weekly,High Value,True,4950.0
2177,24,Male,Belt,Accessories,91.0,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,44.0,Debit Card,Quarterly,High Value,True,4004.0
2025,62,Male,Socks,Clothing,23.0,Arkansas,L,Silver,Fall,3.7,No,Express,No,39.0,Paypal,Weekly,Low Value,True,897.0
2379,26,Male,Scarf,Accessories,71.0,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,37.0,Paypal,Bi-Weekly,High Value,True,2627.0
770,52,Male,Socks,Clothing,100.0,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,8.0,Paypal,Monthly,High Value,False,800.0
1562,50,Male,Scarf,Accessories,38.0,Mississippi,M,Indigo,Summer,3.8,No,Standard,Yes,2.0,Bank Transfer,Quarterly,Low Value,False,76.0
535,65,Male,Gloves,Accessories,72.0,Florida,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,4.0,Paypal,Quarterly,High Value,False,288.0
895,44,Male,Hoodie,Clothing,60.0,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,3.0,Debit Card,Quarterly,Medium Value,False,180.0
238,50,Male,Dress,Clothing,90.0,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,36.0,Debit Card,Fortnightly,High Value,True,3240.0
1279,28,Male,Shorts,Clothing,98.0,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,31.0,Venmo,Fortnightly,High Value,True,3038.0
94,37,Male,Sweater,Clothing,62.0,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,46.0,Credit Card,Weekly,Medium Value,True,2852.0
3394,60,Female,Dress,Clothing,90.0,Arizona,M,Gold,Fall,3.1,No,Next Day Air,No,50.0,Debit Card,Monthly,High Value,True,4500.0
1436,45,Male,Scarf,Accessories,95.0,Oregon,XL,Black,Fall,4.0,No,Standard,Yes,41.0,Cash,Weekly,High Value,True,3895.0
474,34,Male,Coat,Outerwear,42.0,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,29.0,Paypal,Every 3 Months,Low Value,True,1218.0
2148,47,Male,Skirt,Clothing,43.0,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,4.0,Cash,Fortnightly,Low Value,False,172.0
3570,35,Female,Sandals,Footwear,94.0,Alaska,M,Olive,Fall,3.3,No,Express,No,9.0,Bank Transfer,Fortnightly,High Value,False,846.0
2669,59,Female,Coat,Outerwear,75.0,Texas,M,Black,Summer,4.8,No,Next Day Air,No,9.0,Paypal,Quarterly,High Value,False,675.0
1414,51,Male,Blouse,Clothing,79.0,New Hampshire,S,Indigo,Fall,2.7,No,Store Pickup,Yes,12.0,Bank Transfer,Quarterly,High Value,False,948.0
4928,62,Other,Watch,Clothing,65.0,Houston,M,White,Summer,3.7,Yes,Standard,No,4.0,Credit Card,Weekly,Medium Value,False,260.0
488,41,Male,Jacket,Outerwear,68.0,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,22.0,Credit Card,Quarterly,Medium Value,False,1496.0
